,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR,CLOSEST_CIRCLE_DIST,CLOSEST_CIRCLE_INDEX
196184,-122.33338767135858,47.6185145132502,196185,278002,278902,E780523,Matched,Intersection,158088.0,DENNY WAY AND MINOR AVE, ,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2018-03-07T00:00:00.000Z,3/7/2018 4:16:00 PM,At Intersection (intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear or Partly Cloudy,Dry,Dusk,,,,10,Entering at angle,0,0,N,637.2851071832022,55
115816,-122.27538228627628,47.55116466984687,115817,129619,129619,3387861,Matched,Intersection,33511.0,46TH AVE S AND S ORCAS ST,,,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2011-08-20T00:00:00.000Z,8/20/2011 3:55:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,11232003.0,,10,Entering at angle,0,0,N,83.19074147323676,1005
2003,-122.37419372577921,47.5640755999305,3004,16712,16712,3505268,Matched,Block,,SW AVALON WAY BETWEEN SW GENESEE ST AND 35TH AVE SW, ,,2,Injury Collision,Angles,2,0,0,2,1,0,0,2013-04-08T00:00:00.000Z,4/8/2013 3:23:00 PM,Driveway Junction,14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear or Partly Cloudy,Dry,Daylight,,,,10,Entering at angle,0,0,N,363.0925241770306,405
41788,-122.36278705611788,47.56914259882853,41789,56010,56010,2072001,Matched,Block,,DELRIDGE WAY SW BETWEEN DELRIDGE-W SEATTLE BR EB ON RP AND SW ANDOVER ST,,,2,Injury Collision,Rear Ended,5,0,0,2,1,0,0,2006-01-17T00:00:00.000Z,1/17/2006 2:42:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear or Partly Cloudy,Dry,Daylight,,6017025.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,721.9437697188972,9
114938,-122.31975009976662,47.62108396683643,114939,131085,131085,3548854,Matched,Block,,E THOMAS ST BETWEEN 10TH W AVE E AND 10TH E AVE E,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2012-07-31T00:00:00.000Z,7/31/2012 11:30:00 AM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,12213028.0,,32,One parked--one moving,0,0,N,100.77518013592861,771
77810,-122.36617636109615,47.66979398291398,77811,93721,93721,3200927,Matched,Block,,8TH AVE NW BETWEEN NW 56TH ST AND NW 57TH ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2009-05-26T00:00:00.000Z,5/26/2009 6:02:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Unknown,Unknown,Unknown,,9146011.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,90.66830971339947,192
15014,-122.3407016639554,47.606642263433464,16015,29745,29745,1758207,Matched,Block,,ALASKAN WY VI SB BETWEEN ELLIOTT AV ON RP AND COLUMBIA ST ON RP,,,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2004-12-14T00:00:00.000Z,12/14/2004 8:32:00 AM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Raining,Wet,Daylight,,4349007.0,Y,14,From same direction - both going straight - one stopped - rear-end,0,0,N,1253.563944881894,688
193976,-122.27280766193053,47.54247599438079,195977,277969,278869,E779515,Unmatched,Intersection,34420.0,RAINIER AVE S AND S HOLLY ST,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,,2,0,0,0,0,0,0,2018-03-11T00:00:00.000Z,3/11/2018,At Intersection (intersection related),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,,,,,,,, ,,0,0,N,193.22945146859422,326
54837,-122.33842408956005,47.603781344663716,54838,69226,69226,2804520,Matched,Intersection,29631.0,ALASKAN WAY AND MADISON ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2007-11-01T00:00:00.000Z,11/1/2007,At Intersection (intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,7305009.0,,10,Entering at angle,0,0,N,1276.098008556755,762
196884,-122.31193741873598,47.664892810988796,196885,284157,285037,E790849,Matched,Intersection,26052.0,15TH AVE NE AND NE 50TH ST, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2018-04-10T00:00:00.000Z,4/10/2018 7:22:00 AM,At Intersection (intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Raining,Wet,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,190.81277814219368,389
149312,-122.33434415126378,47.625968622084386,149313,176945,176965,3644198,Matched,Intersection,28747.0,FAIRVIEW AVE N AND VALLEY ST, ,,1,Property Damage Only Collision,Other,6,0,0,2,0,0,0,2014-10-04T00:00:00.000Z,10/4/2014 8:01:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,23,From same direction - all others,0,0,N,781.9924096122451,868
44668,-122.34243924105127,47.655382876420056,44669,59080,59080,C663678,Matched,Intersection,26848.0,STONE WAY N AND N 40TH ST,,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2006-02-02T00:00:00.000Z,2/2/2006,At Intersection (intersection related),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,,0,Raining,Wet,Dark - Street Lights On,,6033059.0,,2,Vehicle turning left hits pedestrian,0,0,N,84.46843062484254,693
97131,-122.37902694943269,47.56306904716665,97132,112830,112830,3197869,Matched,Block,,FAUNTLEROY WAY SW BETWEEN 37TH AVE SW AND SW OREGON ST,,,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2010-09-25T00:00:00.000Z,9/25/2010 5:50:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear or Partly Cloudy,Dry,Daylight,,10268021.0,,13,From same direction - both going straight - both moving - rear-end,0,0,N,336.58768573632625,597
10845,-122.36095735444876,47.71963538449764,10846,24838,24838,1797083,Unmatched,Intersection,35645.0,3RD AVE NW AND NW 125TH ST,,,0,Unknown,,0,0,0,0,0,0,0,2004-10-28T00:00:00.000Z,10/28/2004,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,,,,,,4302047.0,,,,0,0,N,224.65000789295235,667
137687,-122.33480618704037,47.73413612909249,137688,156991,157011,E272687,Matched,Block,,N 145TH ST BETWEEN WAYNE PL N AND MERIDIAN AVE N, ,,1,Property Damage Only Collision,Rear Ended,4,0,0,3,0,0,0,2013-09-23T00:00:00.000Z,9/23/2013 9:25:00 AM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Raining,Wet,Daylight,,,Y,14,From same direction - both going straight - one stopped - rear-end,0,0,N,417.3176977524339,337
83246,-122.29331020757792,47.541020905873395,82247,98842,98842,3282161,Matched,Block,,30TH AVE S BETWEEN S BRIGHTON ST AND S WILLOW ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2009-08-02T00:00:00.000Z,8/2/2009,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,9214007.0,,32,One parked--one moving,0,0,N,548.6665764114739,14
147391,-122.35148741511824,47.62456996339036,146392,172823,172843,3705489,Matched,Intersection,28916.0,3RD AVE N AND MERCER ST, ,,2,Injury Collision,Left Turn,2,0,0,2,1,0,0,2014-07-16T00:00:00.000Z,7/16/2014 6:21:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Unknown,,,,28,From opposite direction - one left turn - one straight,0,0,N,191.89157898420245,663
79916,-122.27035380160362,47.537301599413254,78917,93927,93927,3211184,Matched,Block,,RAINIER AVE S BETWEEN S GARDEN ST AND S OTHELLO ST,,,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2009-07-31T00:00:00.000Z,7/31/2009 4:25:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear or Partly Cloudy,Dry,Daylight,,9212026.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,175.6812821152457,794
99283,-122.33745423673818,47.615056751488396,99284,115274,115274,3329852,Matched,Intersection,29540.0,7TH AVE AND VIRGINIA ST,,,2b,Serious Injury Collision,Angles,7,0,0,2,2,2,0,2010-07-03T00:00:00.000Z,7/3/2010 2:56:00 AM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Wet,Dark - Street Lights On,,10184002.0,,10,Entering at angle,0,0,N,828.1636734788343,185
81336,-122.37674208249888,47.64943947964146,81337,96518,96518,3286379,Matched,Block,,15TH AV W SB OFF RP BETWEEN W DRAVUS ST AND W BERTONA ST,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2009-04-21T00:00:00.000Z,4/21/2009 9:01:00 PM,Mid-Block (not related to intersection),28.0,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,9111010.0,,50,Fixed object,0,0,N,626.7446266817527,292
152110,-122.32997598594513,47.70863744809575,150111,180617,180677,3575380,Matched,Block,,N NORTHGATE WAY BETWEEN CORLISS AVE N AND 1ST AVE NE, ,,2,Injury Collision,Rear Ended,2,0,0,2,2,0,0,2014-12-12T00:00:00.000Z,12/12/2014 5:30:00 PM,Mid-Block (but intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Raining,Wet,Dark - Street Lights On,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,418.2509483330824,265
70043,-122.32616555727677,47.66225764730049,71044,85382,85382,3284853,Matched,Block,,THACKERAY PL NE BETWEEN NE 45TH ST AND NE 47TH ST,,,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,2008-12-12T00:00:00.000Z,12/12/2008 10:07:00 PM,Mid-Block (not related to intersection),12.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, RIGHT SIDE AT ANGLE",,0,Raining,Wet,Dark - Street Lights On,,8347044.0,,32,One parked--one moving,0,0,N,161.43697221444685,386
170490,-122.33507243541548,47.661385847630655,172491,218503,218803,E539132,Matched,Intersection,26786.0,BURKE AVE N AND N 45TH ST,NEI,"Not Enough Information, or Insufficient Location Information",2,Injury Collision,Pedestrian,0,2,0,1,1,0,0,2016-05-01T00:00:00.000Z,5/1/2016 6:43:00 PM,At Intersection (intersection related),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,0,Vehicle going straight hits pedestrian,0,523821,N,120.21990563279493,587
25062,-122.36739653794656,47.665038563221124,25063,39464,39464,C658317,Matched,Block,,NW 50TH ST BETWEEN 8TH AVE NW AND 9TH AVE NW,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2005-10-21T00:00:00.000Z,10/21/2005 5:50:00 PM,Mid-Block (but intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear or Partly Cloudy,Dry,Daylight,,5294065.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,116.67957883881363,206
51983,-122.3938718609793,47.54677191221261,51984,66278,66278,2827184,Matched,Intersection,32918.0,48TH AVE SW AND SW GRAHAM ST,,,2,Injury Collision,Angles,4,0,0,2,1,0,0,2007-06-21T00:00:00.000Z,6/21/2007 3:17:00 PM,At Intersection (intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear or Partly Cloudy,Dry,Daylight,,7172006.0,,10,Entering at angle,0,0,N,401.99935379219056,76
146379,-122.37419372577921,47.5640755999305,147380,174228,174248,3386341,Matched,Block,,SW AVALON WAY BETWEEN SW GENESEE ST AND 35TH AVE SW, ,,1,Property Damage Only Collision,Angles,3,0,0,3,0,0,0,2014-08-19T00:00:00.000Z,8/19/2014 12:13:00 PM,Driveway Junction,11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,10,Entering at angle,0,0,N,363.0925241770306,405
70689,-122.37208699106785,47.62943685135086,71690,87524,87524,2900063,Matched,Block,,ELLIOTT AVE W BETWEEN W PROSPECT ST AND W LEE ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2008-08-16T00:00:00.000Z,8/16/2008 1:51:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,8229005.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N,455.57852933355366,247
168546,-122.2562172564056,47.507925273124656,168547,211448,211688,C808750,Unmatched,Block,,RENTON AVE S BETWEEN S PRENTICE S ST AND 62ND AVE S, ,,2,Injury Collision,,2,0,0,0,2,0,0,2015-11-16T00:00:00.000Z,11/16/2015,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,,,,,,,, ,,0,0,N,421.15945768138243,305
40735,-122.33810477858215,47.60341979032248,39736,53786,53786,2607524,Matched,Block,,ALASKAN WAY BETWEEN MARION ST AND MADISON ST,,,2,Injury Collision,Pedestrian,4,1,0,1,1,0,0,2006-11-04T00:00:00.000Z,11/4/2006,Mid-Block (not related to intersection),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,,0,Raining,Wet,Dark - Street Lights On,Y,6308002.0,,3,Vehicle backing hits pedestrian,0,0,N,1281.096630604338,762
3085,-122.3242405812892,47.677099648496714,4086,18282,18282,1220794,Matched,Block,,5TH AVE NE BETWEEN NE 65TH E ST AND WOODLAWN AVE NE,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2004-02-25T00:00:00.000Z,2/25/2004 5:00:00 PM,Mid-Block (not related to intersection),13.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Unknown,Unknown,Unknown,,4056022.0,,32,One parked--one moving,0,0,N,364.85221111558843,1036
51961,-122.29022335106556,47.67123285370897,51962,66658,66658,2609940,Matched,Block,,35TH AVE NE BETWEEN NE 57TH ST AND NE 60TH ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2007-06-20T00:00:00.000Z,6/20/2007 8:40:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,1,Clear or Partly Cloudy,Dry,Daylight,,7171028.0,,32,One parked--one moving,0,0,N,316.1953206291491,455
97444,-122.3343971333234,47.6613862142993,97445,113255,113255,3565541,Matched,Block,,N 45TH ST BETWEEN BURKE AVE N AND MERIDIAN AVE N,,,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2010-11-19T00:00:00.000Z,11/19/2010 12:30:00 PM,Mid-Block (not related to intersection),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear or Partly Cloudy,Dry,Daylight,,10323002.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N,128.31693253058356,587
140634,-122.33615476839044,47.61428794696642,139635,160096,160116,3644293,Matched,Intersection,29552.0,7TH AVE AND STEWART ST, ,,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2014-01-11T00:00:00.000Z,1/11/2014 9:55:00 AM,At Intersection (intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Raining,Wet,Daylight,,,,73,Same direction -- both turning right -- both moving -- rear end,0,0,N,712.4443785222103,185
51631,-122.27871718781364,47.51160207350584,51632,66174,66174,2797371,Matched,Block,,M L KING JR WR WAY S BETWEEN S NORFOLK ST AND CITY LIMITS,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2007-11-12T00:00:00.000Z,11/12/2007 11:00:00 AM,Mid-Block (not related to intersection),26.0,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,0,Raining,Wet,Daylight,,7316002.0,,57,All other non-collision,0,0,N,1269.779781054708,213
78254,-122.31726196997428,47.595407395172366,79255,93144,93144,2897685,Matched,Block,,12TH AVE S BETWEEN XW S LANE ST AND GOLF DR S,,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2008-02-05T00:00:00.000Z,2/5/2008,Mid-Block (not related to intersection),28.0,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Clear or Partly Cloudy,Dry,Daylight,,8036005.0,Y,50,Fixed object,0,0,N,485.73167395802494,956
198944,-122.37075859158716,47.669048479082406,197945,290438,291318,E803823,Matched,Block,,11TH AVE NW BETWEEN NW MARKET ST AND NW 56TH ST,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2018-05-29T00:00:00.000Z,5/29/2018 5:00:00 PM,,0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,32,One parked--one moving,0,0,Y,129.3217311353635,647
12433,-122.33374316862532,47.660296472018345,12434,26328,26328,1776175,Matched,Intersection,27189.0,MERIDIAN AVE N AND N 44TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-09-08T00:00:00.000Z,9/8/2004,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,1,Overcast,Dry,Dark - No Street Lights,,4252039.0,,45,Vehicle - Pedalcyclist,0,0,N,0.0,428
169207,-122.33512697220894,47.576653178590895,170208,216342,216622,3778306,Unmatched,Block,,UTAH AVE S BETWEEN S FOREST ST AND S HANFORD ST, ,,0,Unknown,,0,0,0,0,0,0,0,2016-03-18T00:00:00.000Z,3/18/2016,,0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,,,,,,,, ,,0,0,Y,1539.1993830427195,433
72098,-122.32126522467777,47.629577840277456,72099,87684,87684,C708981,Matched,Block,,BROADWAY E BETWEEN E PROSPECT ST AND E HIGHLAND DR,,,1,Property Damage Only Collision,Other,2,0,0,2,0,0,0,2008-08-27T00:00:00.000Z,8/27/2008 9:00:00 AM,Mid-Block (not related to intersection),12.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, RIGHT SIDE AT ANGLE",,0,Unknown,Dry,Daylight,,8240036.0,,22,One car leaving driveway access,0,0,N,188.21560570613678,122
81797,-122.3979891830968,47.55261311508893,81798,95455,95455,3326608,Matched,Block,,BEACH DR SW BETWEEN SW SHORE PL AND SW JUNEAU ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2009-07-13T00:00:00.000Z,7/13/2009 3:00:00 AM,Mid-Block (not related to intersection),16.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Unknown,Unknown,Unknown,,9194026.0,,32,One parked--one moving,0,0,N,337.6651649397152,76
23398,-122.3485059886702,47.618071314628466,23399,37342,37342,2128453,Matched,Block,,4TH AVE BETWEEN CEDAR ST AND CLAY ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2005-12-10T00:00:00.000Z,12/10/2005 3:00:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Unknown,Unknown,Daylight,,5344048.0,,19,One car entering parked position,0,0,N,922.3766694506099,422
167743,-122.31147652455546,47.61222470291133,167744,211851,212091,E503936,Matched,Block,,16TH AVE BETWEEN E SPRING ST AND E UNION ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-01-07T00:00:00.000Z,1/7/2016 1:19:00 PM,Mid-Block (but intersection related),13.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",Y,N,Overcast,Dry,Daylight,,,,32,One parked--one moving,0,0,Y,75.71431663767649,253
179853,-122.33993395817413,47.5743884399963,177854,231137,231537,E611264,Matched,Intersection,32155.0,EAST MARGINAL WAY S AND S HORTON ST, ,,2,Injury Collision,Cycles,1,0,1,1,1,0,0,2016-11-15T00:00:00.000Z,11/15/2016 10:28:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Wet,Daylight,,,,45,Vehicle - Pedalcyclist,4642,0,N,1894.5952176694802,178
14746,-122.34315664159516,47.68693800538613,14747,28452,28452,04070043,Unmatched,Block,,N 80TH ST BETWEEN AURORA AVE N AND STONE AVE N,,,0,Unknown,,0,0,0,0,0,0,0,2004-03-10T00:00:00.000Z,3/10/2004,Mid-Block (but intersection related),14.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,,,,,,4070043.0,,,,0,0,N,362.2758873864232,867
138085,-122.33419928448694,47.582938394777,138086,156218,156238,3589049,Matched,Block,,1ST AVE S BETWEEN S WALKER ST AND S STACY ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2013-10-25T00:00:00.000Z,10/25/2013 3:15:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Unknown,Unknown,Unknown,,,,32,One parked--one moving,0,0,N,1381.5549000550232,875
148288,-122.29022428935345,47.62751774956789,148289,176852,176872,3642703,Matched,Block,,E MADISON ST BETWEEN 32ND AVE E AND 33RD AVE E, ,,2,Injury Collision,Parked Car,3,0,0,3,1,0,0,2014-10-02T00:00:00.000Z,10/2/2014 11:15:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,Y,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,32,One parked--one moving,0,0,N,464.12456212674965,765
31087,-122.35556607554001,47.640692073618155,32088,46355,46355,2108408,Matched,Block,,1ST AVE N BETWEEN MCGRAW N ST AND SMITH ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2005-10-29T00:00:00.000Z,10/29/2005 7:26:00 PM,Mid-Block (not related to intersection),13.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Clear or Partly Cloudy,Dry,Unknown,,5302031.0,,32,One parked--one moving,0,0,N,119.52516938058679,426
51398,-122.34745915788585,47.61569245756309,51399,66128,66128,2805051,Matched,Block,,WALL ST BETWEEN 2ND AVE AND 3RD AVE,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2007-09-24T00:00:00.000Z,9/24/2007 10:00:00 PM,Driveway Junction,12.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, RIGHT SIDE AT ANGLE",,0,Unknown,Dry,Dark - Street Lights Off,,7267029.0,,32,One parked--one moving,0,0,N,1195.8284051174915,422
143795,-122.35677712771812,47.63231651867261,144796,168130,168150,3705002,Matched,Intersection,28545.0,QUEEN ANNE AVE N AND W GALER ST, ,,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,2014-05-19T00:00:00.000Z,5/19/2014 12:18:00 AM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,32,One parked--one moving,0,0,N,140.07269131897706,438
151446,-122.34465107542351,47.701429983149936,152447,184124,184204,3552743,Matched,Intersection,37301.0,AURORA AVE N AND N 100TH ST, ,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2015-01-27T00:00:00.000Z,1/27/2015 9:40:00 PM,At Intersection (intersection related),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,Y,Y,Overcast,Dry,Dark - Street Lights On,,,,2,Vehicle turning left hits pedestrian,0,521683,N,202.1420362699762,914
136537,-122.34474332331236,47.70804273811776,135538,154442,154462,3582628,Matched,Intersection,36350.0,AURORA AVE N AND N 109TH ST, ,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2013-09-22T00:00:00.000Z,9/22/2013 1:01:00 PM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,10,Entering at angle,0,0,N,194.47970872162443,293
